DISTRICT,STREET ID,STREET NAME,SEC ID,BEG LOCATION,END LOCATION,FC,ST,Lns,L,W,"AREA (SqFt)",PCI DATE,PCI,"Last MnR Date",Last MnR Treatment
1,319122,CORNELL AVE,035,GILMAN ST,PAGE ST,R,O,2,"1,000",30,"30,000",07/20/2022,74,12/01/2017,SLURRY SEAL
1,319122,CORNELL AVE,036,PAGE ST,HOPKINS ST,R,O,2,695,30,"20,850",07/20/2022,72,12/01/2017,SLURRY SEAL
1,319122,CORNELL AVE,039,HOPKINS ST,CEDAR ST,R,A,2,345,29,"10,005",07/20/2022,96,07/03/2019,RECONSTRUCT SURFACE (AC)
1,322122,CORNELL AVE,040,CEDAR ST,VIRGINIA ST,R,O,2,660,30,"19,800",07/20/2022,96,07/03/2019,MILL AND THICK OVERLAY
6,115123,CORONA CT,070,ARCH ST,DEAD END (ARCH ST),R,O,2,320,24,"7,680",07/07/2022,49,,
2,931125,COWPER ST,040,SAN PABLO AVE,BYRON ST,R,A,2,370,30,"11,100",07/13/2022,85,07/16/2013,RECONSTRUCT STRUCTURE (AC)
6,111126,CRAGMONT AVE,010,GRIZZLY PEAK BLVD,MARIN AVE,C,O,2,"4,100",22,"90,200",07/07/2022,37,11/01/1990,MILL AND OVERLAY W/FABRIC
6,115126,CRAGMONT AVE,021,MARIN AVE,SANTA BARBARA RD,R,A,2,"1,110",23,"25,530",07/07/2022,81,12/01/2017,SLURRY SEAL
6,115126,CRAGMONT AVE,023,SANTA BARBARA RD,EUCLID AVE,R,A,2,830,22,"18,260",07/07/2022,81,12/01/2017,SLURRY SEAL
6,115126,CRAGMONT AVE,025,EUCLID AVE,BRET HARTE RD,R,A,2,"1,420",20,"28,400",07/07/2022,82,12/01/2017,SLURRY SEAL
6,115126,CRAGMONT AVE,027,BRET HARTE RD,SHASTA RD,R,A,2,"1,775",21,"37,275",07/07/2022,79,12/01/2017,SLURRY SEAL
6,111127,CRESTON RD,010,GRIZZLY PEAK BLVD (N),SUNSET LANE,R,A,2,"1,910",22,"42,020",07/07/2022,53,06/01/1995,RECONSTRUCT STRUCTURE (AC)
6,115127,CRESTON RD,020,SUNSET LANE,GRIZZLY PEAK BLVD (S),R,A,2,"2,699",22,"59,378",07/07/2022,56,11/01/1988,RECONSTRUCT SURFACE (AC)
6,115128,CRYSTAL WAY,020,EUCLID AVE,NORTH END,R,O,1,80,24,"1,920",07/07/2022,33,11/20/2001,MILL AND THIN OVERLAY
1,319129,CURTIS ST,030,NORTH CITY LIMIT,HOPKINS ST,R,O,2,"2,400",29,"69,600",07/19/2022,28,07/01/1995,MILL AND OVERLAY W/FABRIC
1,319129,CURTIS ST,038,HOPKINS ST,CEDAR ST,R,A,2,370,30,"11,100",07/29/2022,99,11/30/2021,RECONSTRUCT STRUCTURE (AC)
1,322129,CURTIS ST,040,CEDAR ST,VIRGINIA ST,R,A,2,660,30,"19,800",07/29/2022,98,11/30/2021,RECONSTRUCT STRUCTURE (AC)
1,322129,CURTIS ST,045,VIRGINIA ST,UNIVERSITY AVE,R,O,2,"1,615",36,"58,140",07/19/2022,60,08/31/2004,MILL AND THIN OVERLAY
2,931129,CURTIS ST,050,UNIVERSITY AVE,DWIGHT WAY,R,O,2,"2,990",36,"107,640",07/13/2022,14,08/18/1997,MILL AND THICK OVERLAY
5,418131,CYPRESS ST,031,ROSE ST,BUENA AVE,R,O,2,325,26,"8,450",07/18/2022,77,08/01/1991,THIN AC OVERLAY(1.5 INCHES)
7,728140,DANA ST,050,BANCROFT WAY,DWIGHT WAY,R,O,2,"1,320",36,"47,520",07/28/2022,41,12/01/1989,MILL AND OVERLAY W/FABRIC
7,736140,DANA ST,060,DWIGHT WAY,BLAKE ST,R,O,2,330,36,"11,880",07/28/2022,53,12/01/1989,MILL AND OVERLAY W/FABRIC
3,736140,DANA ST,065,BLAKE ST,WARD ST,R,A,2,"1,320",36,"47,520",07/28/2022,56,07/30/2008,RECONSTRUCT STRUCTURE (AC)
8,739140,DANA ST,070,WEBSTER ST,CITY LIMIT (WOOLSEY ST),R,O,2,765,32,"24,480",07/28/2022,55,12/14/2011,MILL AND THICK OVERLAY
8,739141,DEAKIN ST,070,ASHBY AVE,PRINCE ST,R,A,2,820,36,"29,520",07/28/2022,86,10/30/2020,SLURRY SEAL
8,739141,DEAKIN ST,075,PRINCE ST,CITY LIMIT (WOOLSEY ST),R,A,2,385,36,"13,860",07/28/2022,73,04/15/2008,RECONSTRUCT STRUCTURE (AC)
6,516143,DEL MAR AVE,083,BUENA VISTA WAY,GLENDALE AVE,R,A,2,795,21,"16,695",07/06/2022,21,,
6,516143,DEL MAR AVE,085,GLENDALE AVE,CAMPUS DR,R,O,2,480,24,"11,520",07/06/2022,27,08/01/1995,THIN AC OVERLAY(1.5 INCHES)
5,114144,DEL NORTE CT,020,DEL NORTE ST,DEAD END (DEL NORTE ST),R,O,2,110,12,"1,320",07/18/2022,68,07/09/2014,MILL AND OVERLAY
5,114145,DEL NORTE ST,020,THE CIRCLE,SUTTER ST,C,O,2,690,28,"19,320",07/18/2022,88,07/09/2014,MILL AND OVERLAY
1,321142,DELAWARE ST,030,6TH ST,9TH ST,C,A,2,955,48,"45,840",07/26/2022,71,12/01/2017,SLURRY SEAL
1,321142,DELAWARE ST,035,9TH ST,SAN PABLO AVE,C,A,2,670,48,"32,160",07/26/2022,73,,
1,322142,DELAWARE ST,040,SAN PABLO AVE,ACTON ST,C,O,2,"2,435",48,"116,880",07/26/2022,27,10/01/1992,MILL AND OVERLAY W/FABRIC
1,322142,DELAWARE ST,048,ACTON ST,SACRAMENTO ST,C,O,2,665,48,"31,920",09/20/2022,100,09/20/2022,MILL AND THICK OVERLAY
1,423142,DELAWARE ST,052,DEAD END WEST OF CALIFORNIA,CALIFORNIA ST,R,A,2,375,36,"13,500",07/21/2022,87,12/15/2004,RECONSTRUCT STRUCTURE (AC)
1,423142,DELAWARE ST,055,CALIFORNIA ST,MARTIN LUTHER KING JR WAY,R,O,2,"2,000",36,"72,000",07/21/2022,96,10/11/2019,MILL AND THICK OVERLAY
4,424142,DELAWARE ST,060,MARTIN LUTHER KING JR WAY,MILVIA ST,R,A,2,665,34,"22,610",07/26/2022,32,12/15/2004,RECONSTRUCT SURFACE (AC)
4,524142,DELAWARE ST,063,MILVIA ST,WALNUT ST,R,A,2,975,34,"33,150",07/26/2022,35,12/15/2004,RECONSTRUCT SURFACE (AC)
2,933146,DERBY ST,042,SAN PABLO AVE,MATHEWS ST,R,O,2,455,36,"16,380",07/13/2022,94,10/11/2019,MILL AND THICK OVERLAY
2,933146,DERBY ST,044,MATHEWS ST,MABEL ST,R,A,2,608,36,"21,888",07/13/2022,95,10/11/2019,RECONSTRUCT STRUCTURE (AC)
2,933146,DERBY ST,045,MABEL ST,SACRAMENTO ST,R,O,2,"1,311",36,"47,196",07/13/2022,29,10/01/1992,MILL AND OVERLAY W/FABRIC
3,834146,DERBY ST,050,SACRAMENTO ST,MARTIN LUTHER KING JR WAY,R,O,2,"2,510",36,"90,360",07/11/2022,18,10/01/1992,MILL AND OVERLAY W/FABRIC
3,835146,DERBY ST,060,MARTIN LUTHER KING JR WAY,MILVIA ST,R,O,2,665,42,"27,930",07/11/2022,80,10/01/1992,MILL AND OVERLAY W/FABRIC
3,735146,DERBY ST,063,MILVIA ST,SHATTUCK AVE,R,O,2,633,42,"26,586",07/11/2022,11,10/01/1992,MILL AND OVERLAY W/FABRIC
3,735646,DERBY ST,065,SHATTUCK AVE,FULTON ST,R,A,2,675,36,"24,300",07/11/2022,16,,
3,736146,DERBY ST,070,FULTON ST,TELEGRAPH AVE,R,O,2,"1,630",36,"58,680",07/29/2022,13,10/01/1992,MILL AND OVERLAY W/FABRIC
8,736146,DERBY ST,075,TELEGRAPH AVE,HILLEGASS AVE (S),R,O,2,860,38,"32,680",07/29/2022,18,08/08/1997,MILL AND OVERLAY W/FABRIC
8,636146,DERBY ST,078,HILLEGASS AVE (S),COLLEGE AVE,R,O,2,760,36,"27,360",07/29/2022,22,08/08/1997,MILL AND OVERLAY W/FABRIC
8,637146,DERBY ST,080,COLLEGE AVE,PIEDMONT AVE,R,O,2,653,37,"24,161",07/28/2022,28,08/01/1996,MILL AND OVERLAY W/FABRIC
8,637146,DERBY ST,082,PIEDMONT AVE,WARRING ST,R,O,2,322,37,"11,914",07/29/2022,26,,
8,637146,DERBY ST,085,WARRING ST,BELROSE AVE & TANGLEWOOD RD,A,A,2,"1,205",36,"43,380",07/29/2022,90,10/10/2016,RECONSTRUCT
2,933148,DOHR ST,065,WARD ST,RUSSELL ST,R,O,2,"1,170",36,"42,120",07/12/2022,19,10/01/1992,MILL AND OVERLAY W/FABRIC
2,933148,DOHR ST,068,RUSSELL ST,ASHBY AVE,R,O,2,489,22,"10,758",07/12/2022,21,10/01/1992,MILL AND OVERLAY W/FABRIC
2,940148,DOHR ST,070,ASHBY AVE,PRINCE ST,R,O,2,764,26,"19,864",07/12/2022,97,10/26/2020,MILL AND OVERLAY
8,637149,DOMINGO AVE,068,CITY LIMIT NR RUSSELL ST,TUNNEL RD,R,O,2,220,40,"8,800",07/29/2022,34,08/01/1996,MILL AND OVERLAY W/FABRIC
8,638149,DOMINGO AVE,070,TUNNEL RD,THE PLAZA DR,R,A,2,"1,130",40,"45,200",07/29/2022,73,07/28/2003,RECONSTRUCT STRUCTURE (AC)
3,839150,DOVER ST,075,ALCATRAZ AVE,CITY LIMIT (63RD ST),R,O,2,130,32,"4,160",07/12/2022,20,10/01/1995,MILL AND OVERLAY W/FABRIC
4,729152,DURANT AVE,060,MILVIA ST,SHATTUCK AVE,C,O,2,710,47,"33,370",07/27/2022,11,11/01/1992,MILL AND OVERLAY W/FABRIC
4,729152,DURANT AVE,064,SHATTUCK AVE,FULTON ST,C,O,2,530,48,"25,440",07/27/2022,29,08/12/1997,MILL AND OVERLAY W/FABRIC
7,728152,DURANT AVE,070,FULTON ST,BOWDITCH ST,C,O,2,"2,650",48,"127,200",07/27/2022,52,08/14/2015,FIBER MICROSURFACING
7,628152,DURANT AVE,078,BOWDITCH ST,COLLEGE AVE,C,O,2,670,48,"32,160",07/27/2022,61,08/14/2015,FIBER MICROSURFACING
7,627152,DURANT AVE,080,COLLEGE AVE,PIEDMONT AVE,C,O,2,640,33,"21,120",07/27/2022,66,08/14/2015,FIBER MICROSURFACING
2,932153,DWIGHT CRESCENT,055,6TH ST,7TH ST,C,O,2,420,45,"18,900",07/13/2022,92,10/11/2019,MILL AND THICK OVERLAY
2,920155,DWIGHT WAY,020,4TH ST,6TH ST,C,O,2,650,36,"23,400",07/13/2022,12,08/31/1999,MILL AND THIN OVERLAY
2,932155,DWIGHT WAY,030,6TH ST,7TH ST,C,O,2,310,36,"11,160",07/13/2022,27,08/31/1999,MILL AND THIN OVERLAY
2,932155,DWIGHT WAY,032,7TH ST,SAN PABLO AVE,A,O,2,"1,350",36,"48,600",07/13/2022,37,06/14/2000,MILL AND OVERLAY W/FABRIC
2,931155,DWIGHT WAY,040,SAN PABLO AVE,SACRAMENTO ST,A,O,2,"2,430",36,"87,480",07/13/2022,91,11/17/2015,MILL AND OVERLAY
4,830155,DWIGHT WAY,050,SACRAMENTO ST,MARTIN LUTHER KING JR WAY,A,O,2,"2,615",39,"101,985",07/12/2022,22,12/10/1998,MILL AND OVERLAY W/FABRIC
4,829155,DWIGHT WAY,060,MARTIN LUTHER KING JR WAY,MILVIA ST,A,O,2,665,36,"23,940",07/12/2022,53,12/10/1998,MILL AND OVERLAY W/FABRIC
4,729155,DWIGHT WAY,064,MILVIA WAY,SHATTUCK AVE,A,O,2,710,38,"26,980",07/12/2022,55,12/10/1998,MILL AND OVERLAY W/FABRIC
4,729155,DWIGHT WAY,066,SHATTUCK AVE,FULTON ST,A,O,2,600,40,"24,000",07/12/2022,86,06/27/2013,MILL AND OVERLAY
"4,7",728155,DWIGHT WAY,070,FULTON ST,DANA ST,A,O,2,"1,325",40,"53,000",07/12/2022,84,06/27/2013,MILL AND OVERLAY
7,728155,DWIGHT WAY,073,DANA ST,TELEGRAPH AVE,A,O,2,670,40,"26,800",07/28/2022,75,06/27/2013,MILL AND OVERLAY
"7,8",728155,DWIGHT WAY,075,TELEGRAPH AVE,BOWDITCH ST,A,O,2,660,36,"23,760",07/28/2022,80,08/07/2015,MILL AND OVERLAY
"7,8",628155,DWIGHT WAY,078,BOWDITCH ST,COLLEGE AVE,A,O,2,660,36,"23,760",07/28/2022,87,08/07/2015,MILL AND OVERLAY
"7,8",627155,DWIGHT WAY,080,COLLEGE AVE,PIEDMONT AVE (E),A,O,2,775,36,"27,900",07/28/2022,87,08/30/2015,MILL AND OVERLAY
"7,8",627155,DWIGHT WAY,083,PIEDMONT AVE (E),HILLSIDE AVE,R,O,2,765,36,"27,540",07/28/2022,13,09/01/1993,MILL AND OVERLAY W/FABRIC
8,627155,DWIGHT WAY,085,HILLSIDE AVE,DEAD END ABOVE HILLSIDE AVE,R,A,2,590,36,"21,240",07/28/2022,14,09/01/1993,RECONSTRUCT SURFACE (AC)
8,627155,DWIGHT WAY,090,PANORAMIC WAY,EAST CITY LIMIT,R,A,2,100,28,"2,800",07/28/2022,93,08/16/2019,RECONSTRUCT STRUCTURE (AC)
2,920059,EAST BOLIVAR DR,050,ADDISON ST,DEAD END NR CHANNING,R,A,2,"1,800",24,"43,200",07/13/2022,23,,
1,320225,EAST FRONTAGE RD,030,NORTH CITY LIMIT,GILMAN ST,C,O,2,"1,350",32,"43,200",07/20/2022,40,11/01/1988,MILL AND OVERLAY W/FABRIC
1,320225,EAST FRONTAGE RD,040,GILMAN ST,HEARST AVE,C,O,2,"3,696",34,"125,664",07/20/2022,30,07/01/1995,MILL AND OVERLAY W/FABRIC
6,516171,EAST PARNASSUS CT,080,PARNASSUS RD,DEAD END (PARNASSUS RD),R,A,2,210,22,"4,620",07/06/2022,92,10/10/2016,RECONSTRUCT
5,418173,EDITH ST,030,ROSE ST,CEDAR ST,R,O,2,"1,295",32,"41,440",07/18/2022,65,08/25/2008,MILL AND THICK OVERLAY
1,423173,EDITH ST,040,CEDAR ST,VIRGINIA ST,R,O,2,638,30,"19,140",07/21/2022,49,08/25/2008,MILL AND THICK OVERLAY
2,931174,EDWARDS ST,055,BANCROFT WAY,DWIGHT WAY,R,A,2,"1,330",36,"47,880",07/12/2022,56,12/01/1989,RECONSTRUCT SURFACE (AC)
8,638176,EL CAMINO REAL,070,DOMINGO AVE,THE UPLANDS,R,A,2,"1,840",24,"44,160",07/20/2022,80,04/14/2008,RECONSTRUCT STRUCTURE (AC)
8,638176,EL CAMINO REAL,075,THE UPLANDS,DEAD END ABOVE THE UPLANDS,R,A,2,485,24,"11,640",07/20/2022,82,04/14/2008,RECONSTRUCT STRUCTURE (AC)
5,214177,EL DORADO AVE,060,THE ALAMEDA,SUTTER ST,R,A,2,"1,290",33,"42,570",07/18/2022,24,10/01/1996,RECONSTRUCT SURFACE (AC)
6,516185,EL PORTAL CT,030,DEAD END (LA LOMA AVE),LA LOMA AVE,R,A,2,250,18,"4,500",07/06/2022,10,,
3,840179,ELLIS ST,070,ASHBY AVE,ALCATRAZ AVE,R,A,2,"2,005",37,"74,185",07/11/2022,73,07/31/2002,RECONSTRUCT STRUCTURE (AC)
"4,7",728180,ELLSWORTH ST,050,DWIGHT WAY,BANCROFT WAY,R,A,2,"1,320",36,"47,520",07/28/2022,99,04/21/2021,RECONSTRUCT SURFACE (AC)
"3,7",736180,ELLSWORTH ST,060,DWIGHT WAY,CARLETON ST,R,A,2,"1,000",36,"36,000",07/28/2022,90,04/30/2021,SLURRY SEAL
3,736180,ELLSWORTH ST,062,CARLETON ST,WARD ST,R,A,2,620,42,"26,040",07/28/2022,90,04/30/2021,SLURRY SEAL
3,736180,ELLSWORTH ST,066,WARD ST,STUART ST,R,A,2,330,42,"13,860",07/28/2022,90,04/30/2021,SLURRY SEAL
3,736180,ELLSWORTH ST,068,STUART ST,ASHBY AVE,R,A,2,"1,190",42,"49,980",10/25/2022,80,10/25/2022,RUBBERIZED CAPE SEAL
8,638182,ELMWOOD AVE,080,ASHBY AVE & ASHBY PL,PIEDMONT AVE,R,A,2,570,34,"19,380",07/20/2022,19,07/01/1993,RECONSTRUCT SURFACE (AC)
8,638183,ELMWOOD CT,070,ASHBY AVE,DEAD END (ASHBY AVE),R,A,2,270,32,"8,640",07/20/2022,76,06/15/2016,SLURRY SEAL
3,739186,EMERSON ST,060,ADELINE ST,SHATTUCK AVE,R,O,2,805,36,"28,980",07/08/2022,100,11/30/2021,MILL AND OVERLAY
8,739186,EMERSON ST,065,SHATTUCK AVE,WHEELER ST,R,A,2,575,36,"20,700",07/08/2022,21,04/01/2001,RECONSTRUCT SURFACE (AC)
8,638187,ENCINA PL,070,THE PLAZA DR,THE UPLANDS,R,A,2,350,40,"14,000",07/20/2022,91,07/28/2003,RECONSTRUCT STRUCTURE (AC)
5,213189,ENSENADA AVE,010,PERALTA AVE,SOLANO AVE,R,A,2,"2,255",27,"60,885",07/19/2022,56,09/08/1999,RECONSTRUCT STRUCTURE (AC)
5,213189,ENSENADA AVE,020,SOLANO AVE,MARIN AVE,R,A,2,545,36,"19,620",07/19/2022,26,09/08/1999,RECONSTRUCT SURFACE (AC)
1,423190,EOLA ST,040,VIRGINIA ST,FRANCISCO ST,R,O,2,325,22,"7,150",07/21/2022,26,10/01/1995,MILL AND OVERLAY W/FABRIC
3,839191,ESSEX ST,060,ADELINE ST,TREMONT ST,R,O,2,340,36,"12,240",07/08/2022,100,11/30/2021,MILL AND OVERLAY
3,739191,ESSEX ST,062,TREMONT ST,SHATTUCK AVE,R,O,2,580,36,"20,880",07/08/2022,100,11/30/2021,MILL AND OVERLAY
8,739191,ESSEX ST,064,SHATTUCK AVE,WHEELER ST,R,A,2,585,36,"21,060",07/08/2022,20,04/01/2001,RECONSTRUCT SURFACE (AC)
8,637192,ETNA ST,062,DWIGHT WAY,PARKER ST,R,O,2,665,36,"23,940",07/29/2022,26,08/01/1996,MILL AND OVERLAY W/FABRIC
8,637192,ETNA ST,064,PARKER ST,DERBY ST,R,O,2,665,36,"23,940",07/29/2022,29,12/13/1996,MILL AND THICK OVERLAY
8,638193,ETON AVE,070,WOOLSEY ST,CLAREMONT AVE,R,O,2,750,36,"27,000",07/20/2022,82,09/24/2008,MILL AND THICK OVERLAY
8,638194,ETON CT,070,CLAREMONT AVE,DEAD END (CLAREMONT AVE),R,O,2,150,25,"3,750",07/20/2022,22,,
8,638195,EUCALYPTUS RD,070,HILLCREST RD,SOUTH CITY LIMIT,R,A,2,440,25,"11,000",07/20/2022,50,10/01/1994,RECONSTRUCT STRUCTURE (AC)
6,111196,EUCLID AVE,010,GRIZZLY PEAK BLVD,MARIN AVE,C,A,2,"3,054",32,"97,728",07/07/2022,73,11/30/2001,RECONSTRUCT STRUCTURE (AC)
6,112196,EUCLID AVE,015,MARIN AVE,REGAL RD,R,A,2,600,32,"19,200",07/07/2022,69,11/21/2001,RECONSTRUCT PCC
6,115196,EUCLID AVE,020,REGAL RD,CRAGMONT AVE,C,A,2,"1,475",40,"59,000",07/07/2022,71,11/30/2001,RECONSTRUCT STRUCTURE (AC)
6,115196,EUCLID AVE,024,CRAGMONT AVE,BEG OF DIVIDED ROAD,R,A,2,650,41,"26,650",07/07/2022,74,12/01/2017,SLURRY SEAL
6,115196,EUCLID AVE,028,END OF DIVIDED ROAD,EUNICE ST,R,A,2,900,42,"37,800",07/07/2022,77,12/01/2017,SLURRY SEAL
6,516196,EUCLID AVE,030,EUNICE ST,BAYVIEW PL,C,O,2,870,36,"31,320",07/07/2022,97,11/07/2020,MILL AND THICK OVERLAY
6,516196,EUCLID AVE,032,BAYVIEW PL,CEDAR ST,C,O,2,"1,890",34,"64,260",07/07/2022,25,11/01/1990,MILL AND OVERLAY W/FABRIC
6,525196,EUCLID AVE,040,CEDAR ST,HEARST AVE,C,O,2,"1,625",35,"56,875",07/07/2022,38,11/01/1990,MILL AND OVERLAY W/FABRIC
6,115196,EUCLID AVE (NB),026,BEG OF DIVIDED ROAD,END OF DIVIDED ROAD,R,C,2,850,18,"15,300",07/07/2022,77,12/01/2017,SLURRY SEAL
6,115196,EUCLID AVE (SB),027,BEG OF DIVIDED ROAD,END OF DIVIDED ROAD,R,C,2,845,31,"26,195",07/07/2022,75,12/01/2017,SLURRY SEAL
5,114197,EUNICE ST,060,MILVIA ST,CUL-DE-SAC,R,O,2,225,36,"8,100",07/14/2022,87,07/15/2015,MILL AND OVERLAY
6,115197,EUNICE ST,070,SPRUCE ST,EUCLID AVE,R,O,2,"1,235",35,"43,225",07/08/2022,22,,
1,319198,EVELYN AVE,030,NORTH CITY LIMIT,SANTA FE AVE,R,A,2,980,30,"29,400",07/20/2022,87,08/31/2004,RECONSTRUCT STRUCTURE (AC)
6,516210,FAIRLAWN DR,030,QUEENS RD,AVENIDA DR,R,O,2,"2,575",21,"54,075",07/07/2022,88,07/09/2014,MILL AND OVERLAY
6,516210,FAIRLAWN DR,038,AVENIDA DR,OLYMPUS DR,R,A,2,615,23,"14,145",07/07/2022,40,07/01/1993,RECONSTRUCT STRUCTURE (AC)
2,940211,FAIRVIEW ST,047,BAKER ST,SACRAMENTO ST,R,O,2,630,36,"22,680",07/12/2022,67,11/01/1988,THIN OVERLAY w/FABRIC
3,840211,FAIRVIEW ST,050,SACRAMENTO ST,ADELINE ST,R,O,2,"2,145",36,"77,220",07/11/2022,21,09/01/1991,MILL AND THICK OVERLAY
3,839211,FAIRVIEW ST,060,ADELINE ST,CITY LIMIT (DOVER ST),R,A,2,530,36,"19,080",07/11/2022,26,07/01/1993,RECONSTRUCT SURFACE (AC)
8,736213,FLORANCE ST,068,RUSSELL ST,ASHBY AVE,R,O,2,530,36,"19,080",07/28/2022,24,11/25/1998,MILL AND OVERLAY W/FABRIC
5,112214,FLORIDA AVE,060,SANTA BARBARA RD,DEAD END (FLORIDA WALK),R,A,2,400,26,"10,400",07/18/2022,70,,
2,920216,FOLGER AVE,020,WEST END,HOLLIS ST,R,A,2,365,42,"15,330",07/13/2022,92,07/03/2019,RECONSTRUCT STRUCTURE (AC)
2,920216,FOLGER AVE,024,HOLLIS ST,7TH ST,C,O,2,365,42,"15,330",07/13/2022,80,11/20/2015,MILL AND OVERLAY
2,920216,FOLGER AVE,025,7TH ST,SAN PABLO AVE,C,A,2,"1,325",42,"55,650",07/13/2022,70,,
8,637217,FOREST AVE,080,COLLEGE AVE,CLAREMONT BLVD,R,A,2,"1,875",36,"67,500",07/29/2022,33,08/01/1996,RECONSTRUCT STRUCTURE (AC)
6,115218,FORREST LANE,070,HILLDALE AVE,KEELER AVE,R,A,2,520,19,"9,880",07/08/2022,34,09/08/1999,RECONSTRUCT SURFACE (AC)
6,115218,FORREST LANE,072,KEELER AVE,GRIZZLY PEAK BLVD,R,A,2,615,22,"13,530",07/08/2022,20,09/08/1999,RECONSTRUCT SURFACE (AC)
6,115218,FORREST LANE,073,GRIZZLY PEAK BLVD,CRESTON RD,R,A,2,337,22,"7,414",07/08/2022,17,,
1,322221,FRANCISCO ST,040,SAN PABLO AVE,CHESTNUT ST,R,A,2,"1,370",30,"41,100",07/21/2022,17,08/01/1993,RECONSTRUCT SURFACE (AC)
1,322221,FRANCISCO ST,045,CHESTNUT ST,DEAD END,R,O,2,"1,130",30,"33,900",07/21/2022,24,07/01/1995,MILL AND OVERLAY W/FABRIC
1,423221,FRANCISCO ST,050,SACRAMENTO ST,MARTIN LUTHER KING JR WAY,R,A,2,"2,610",36,"93,960",07/21/2022,19,10/01/1995,RECONSTRUCT SURFACE (AC)
4,424221,FRANCISCO ST,060,MARTIN LUTHER KING JR WAY,MILVIA ST,R,A,2,670,36,"24,120",07/21/2022,24,10/01/1995,RECONSTRUCT SURFACE (AC)
4,524221,FRANCISCO ST,063,MILVIA ST,SHATTUCK AVE,R,A,2,670,36,"24,120",07/26/2022,25,10/01/1995,RECONSTRUCT SURFACE (AC)
1,322222,FRANKLIN ST,042,CEDAR ST,FRANCISCO ST,R,A,2,"1,025",38,"38,950",07/21/2022,77,08/31/2004,RECONSTRUCT SURFACE (AC)
1,322222,FRANKLIN ST,044,FRANCISCO ST,HEARST AVE,R,A,2,745,38,"28,310",07/21/2022,81,08/31/2004,RECONSTRUCT STRUCTURE (AC)
5,213223,FRESNO AVE,020,SOLANO AVE,MARIN AVE,R,A,2,900,36,"32,400",07/19/2022,44,10/01/1996,RECONSTRUCT STRUCTURE (AC)
5,213223,FRESNO AVE,022,MARIN AVE,SONOMA AVE,R,O,2,"1,310",36,"47,160",07/19/2022,30,08/10/1998,MILL AND OVERLAY W/FABRIC
"4,7",728227,FULTON ST,048,KITTREDGE ST,BANCROFT WAY,A,A,4,315,67,"21,105",07/27/2022,77,09/13/2002,RECONSTRUCT STRUCTURE (AC)
"4,7",728227,FULTON ST,050,BANCROFT WAY,DURANT AVE,A,O,2,330,54,"17,820",07/27/2022,84,07/31/2015,MILL AND OVERLAY
4,728227,FULTON ST,052,DURANT AVE,DWIGHT WAY,A,O,2,990,36,"35,640",07/08/2022,87,07/31/2015,MILL AND OVERLAY
3,736227,FULTON ST,060,DWIGHT WAY,BLAKE ST,R,O,2,312,36,"11,232",09/26/2022,100,09/26/2022,MILL AND THICK OVERLAY
3,736227,FULTON ST,061,BLAKE ST,PARKER ST,R,O,2,348,36,"12,528",09/26/2022,100,09/26/2022,MILL AND THICK OVERLAY
3,736227,FULTON ST,063,PARKER ST,STUART ST,R,O,2,"1,318",36,"47,448",09/26/2022,100,09/26/2022,MILL AND THICK OVERLAY
3,736227,FULTON ST,065,STUART ST,ASHBY AVE,R,O,2,"1,166",36,"41,976",07/08/2022,82,07/09/2014,MILL AND OVERLAY
8,739227,FULTON ST,070,ASHBY ST,PRINCE ST,R,O,2,810,36,"29,160",07/08/2022,72,09/25/2008,MILL AND THICK OVERLAY
8,637240,GARBER ST,085,WEST END,OAK KNOLL TERRACE,R,A,2,550,22,"12,100",07/29/2022,26,,
8,637240,GARBER ST,088,BELROSE AVE,EAST CITY LIMIT (TANGLEWOOD),R,O,2,450,24,"10,800",07/29/2022,41,08/01/1996,MILL AND OVERLAY W/FABRIC
1,320241,GILMAN ST,015,ENTRANCE OF FWY,EASTSHORE HIGHWAY,R,A,2,475,62,"29,450",07/26/2022,35,07/30/2008,RECONSTRUCT STRUCTURE (AC)
1,320241,GILMAN ST,018,EASTSHORE HIGHWAY,2ND ST,R,A,2,225,62,"13,950",07/26/2022,60,,
1,320241,GILMAN ST,020,2ND ST,3RD ST (RR TRACKS),A,A,2,485,48,"23,280",07/26/2022,60,07/30/2008,RECONSTRUCT STRUCTURE (AC)
1,320241,GILMAN ST,024,3RD ST (RR TRACKS),6TH ST,A,O,2,"1,000",48,"48,000",07/26/2022,53,07/08/2008,MILL AND THICK OVERLAY
1,320241,GILMAN ST,030,6TH ST,8TH ST,A,O,2,655,48,"31,440",07/26/2022,53,07/08/2008,MILL AND THICK OVERLAY
1,320241,GILMAN ST,035,8TH ST,SAN PABLO AVE,A,O,2,995,48,"47,760",07/26/2022,32,07/08/2008,MILL AND THICK OVERLAY
1,319241,GILMAN ST,040,SAN PABLO AVE,SANTA FE AVE,A,O,2,"1,445",38,"54,910",07/26/2022,44,,
1,319241,GILMAN ST,045,SANTA FE AVE,HOPKINS ST,A,A,2,"1,595",36,"57,420",07/18/2022,40,,
6,115242,GLEN AVE,020,OAK ST,EUNICE ST,R,O,2,510,28,"14,280",07/07/2022,85,05/19/2016,MILL AND OVERLAY
6,516242,GLEN AVE,030,EUNICE ST,CORNER BETWEEN SUMMER/ARCH,R,A,2,620,22,"13,640",07/07/2022,13,,
